001000001001040109003   5361 #0001    N 6846807EABDEBAEDCDCEADDBBAC          0106      
001000002001040109003   5361 #0001    N 6849352EEDCDAEAECDACEABBAEC          0100      
001000003001040109003   5361 #0001    N 6851286bdceabcdadbeddbdBDBC          0101      
001000004001040109003   5361 #0001    N 4763562CDBDBCEAEBAAAAACACAB          0105      
001000005001040109003   5361 #0001    N 6851442DCADDBBDDACCECDAADEE          0104      
001000006001040109003   5361 #0001    N 6851352CABEBBDACDAEAADCCADB          0105      
001000007001040109003   5361 #0001    N 6849241EACEACCECBDCECCDABAD          0106      
001000008001040109003   5361 #0001    N 6849283EBADACCCEABCEEEBEBDB          0102      
001000009001040109003   5361 #0001    N 6848494EABAEBAEADDCBBDDEBDC          0106      
001000010001040109003   5361 #0001    N 6851244EBCDACDCEABCDCEEBBEB          0102      
001000011001040109003   5361 #0001    N 6848365ECBDBAECDCACCBDDCDBB          0101      
001000012001040109003   5361 #0001    N 6847580EEBCEEEECEEDCACECABA          0103      
001000013001040109003   5361 #0001    N 6485357ccdceecebddbeccaECEB          0100      
001000014001040109003   5361 #0001    N 6851693BBEDACABEABCDEEEABBA          0102      
001000015001040109003   5361 #0001    N 6846752BEEAACACCCACAAEAAEAE          0102      
001000016001040109003   5361 #0001    N 6913131ACBDCAEADADEADCCCAEA          0103      
001000017001040109003   5361 #0001    N 6846679ADEDEAEACEDEAAAECABA          0103      
001000018001040109003   5361 #0001    N 6886604BCACACADEABCDEEBBBAA          0102      
001000019001040109003   5361 #0001    N 6851564DCDCEACECCBCAEDECAEA          0103      
001000020001040109003   5361 #0001    N 6851331AEAEEAECBEDBECEBDCCB          0104      
001000021001040109003   5361 #0001    N 6886952DBADDBBBDEEBEDBCACCA          0104      
001000022001040109003   5361 #0001    N 6851310DDAEDBBADAACEDEBACDD          0104      
001000023001040109003   5361 #0001    N 6851518CBABDBADBECBEBBCACDE          0104      
001000024001040109003   5361 #0001    N 6849578ccdceecebddbeccaEDBC          0100      
001000025001040109003   5361 #0001    N 6846512EAEACBABADBCEDCDABAC          0106      
001000026001040109003   5361 #0001    N 6849387DCDDBAEACEDDAACECAED          0103      
001000027001040109003   5361 #0001    N 6846540DCACDBBDDEEBBDECADDC          0104      
001000028001040109003   5361 #0001    N 6520085BCBBBEBEDCCDCABDEBAB          0101      
001000029001040109003   5361 #0001    N 6851585ECBBEAEEDCCACBADCDAC          0101      
001000030001040109003   5361 #0001    N 6849686CBBABBDCCDAEAADCAADD          0105      
001000031001040109003   5361 #0001    N 6846616EDBAEAADDDECEBBDEBAC          0106      
001000032001040109003   5361 #0001    N 6851720ECBDACDBEBEDDEEECAAB          0102      
001000033001040109003   5361 #0001    N 6851306DCADDBBADEEBECBBACDD          0104      
001000034001040109003   5361 #0001    N 6849501EBBCACADBABCDEEECBBA          0102      
001000035001040109003   5361 #0001    N 6846064EDDBACAABAECDEEBCBAC          0102      
001000036001040109003   5361 #0001    N 6849366CBBBBBDAEDEAAADCAEBB          0105      
001000037001040109003   5361 #0001    N 6913110CDACACDBECBCBADCEBBB          0102      
001000038001040109003   5361 #0001    N 6846071ccdceecebddbeccaCBBC          0100      
001000039001040109003   5361 #0001    N 6846787DCBBEEEEDCCDCA C   C          0101      
001000040001040109003   5361 #0001    N 6849220BBACDCADEABCDEEBCABA          0102      
001000041001040109003   5361 #0001    N 6849665CBBDBCDAEEEBACDEAAAB          0105      
001000042001040109003   5361 #0001    N 6849290DAADBBCDDAEEBCDEDBDA          0104      
001000043001040109003   5361 #0001    N 6886966EBABEEEBDCEDCABDCBBC          0101      
001000044001040109003   5361 #0001    N 6514081ECBDEAACDBADBEBDEBAC          0101      
001000045001040109003   5361 #0001    N 6846637DBADDBBDDEEBEDEBACDD          0104      
001000046001040109003   5361 #0001    N 6480863DBAAACDBAABCBABECCBE          0102      
001000047001040109003   5361 #0001    N 6849706EDEAEDACACACADBCABAC          0106      
001000048001040109003   5361 #0001    N 6851501DBDDEAAAAEABCACBCABA          0103      
001000049001040109003   5361 #0001    N 6886910BABAEBCCADACBBCDABAC          0106      
001000050001040109003   5361 #0001    N 6848431DDBCBDEABEECDEABDAEC          0106      
001000051001040109003   5361 #0001    N 6442175CBBEEBDECEADACDAABDB          0105      
001000052001040109003   5361 #0001    N 6846602ACA*EACACEDEAAAECCBD          0103      
001000053001040109003   5361 #0001    N 6847638CCBDEAEEDCECBABDCDBC          0101      
001000054001040109003   5361 #0001    N 6846085ccdceecebddbeccaCABE          0100      
001000055001040109003   5361 #0001    N 6847808ACBCEEEEDECDCBBEEDAC          0101      
001000056001040109003   5361 #0001    N 6886692DDAEDADDDEEBEDCADDAD          0104      
001000057001040109003   5361 #0001    N 6849602DCADDBEADEEBBCABCCCC          0104      
001000058001040109003   5361 #0001    N 6849794EBADACADAAEDDBCEDBDA          0102      
001000059001040109003   5361 #0001    N 6848521CBBEEABDAABDCCABACDD          0104      
001000047001040109003   5361 #0001    N 6851456DCBBABEBEADDBDAECECA          0103      
001000047001040109003   5361 #0001    N 6848323EABAECAABDDCDEDAEBDC          0106
